# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-t" "gene" "-g" "ID" "-s" "1" "-F" "GTF" "-T" "4" "-a" "genome/reference.gff" "-o" "data_comptage/counts.txt" "data_bam/SRR10379721.bam" "data_bam/SRR10379722.bam" "data_bam/SRR10379723.bam" "data_bam/SRR10379724.bam" "data_bam/SRR10379725.bam" "data_bam/SRR10379726.bam" 
Geneid	Chr	Start	End	Strand	Length	data_bam/SRR10379721.bam	data_bam/SRR10379722.bam	data_bam/SRR10379723.bam	data_bam/SRR10379724.bam	data_bam/SRR10379725.bam	data_bam/SRR10379726.bam
gene-SAOUHSC_01592	CP000253.1	1517932	1518381	-	450	7312	5676	5103	3815	3485	348
gene-SAOUHSC_01593	CP000253.1	1518486	1519028	-	543	352	314	261	783	976	88
gene-SAOUHSC_01594	CP000253.1	1519110	1520018	+	909	1754	1529	1395	4016	5017	637
gene-SAOUHSC_01595	CP000253.1	1520234	1520482	-	249	112	92	74	185	258	85
gene-SAOUHSC_01596	CP000253.1	1520498	1521253	-	756	368	242	224	853	879	87
gene-SAOUHSC_01597	CP000253.1	1521425	1522210	+	786	3559	2639	2736	4146	4911	670
gene-SAOUHSC_01598	CP000253.1	1522315	1523235	-	921	1480	947	945	2780	2707	492
gene-SAOUHSC_01599	CP000253.1	1523548	1525032	+	1485	22268	17413	12089	37935	40246	3751
gene-SAOUHSC_01600	CP000253.1	1525235	1526128	+	894	10378	9136	7259	11777	10401	826
gene-SAOUHSC_01601	CP000253.1	1526211	1527860	-	1650	6369	4836	4172	1252	1765	532
gene-SAOUHSC_01602	CP000253.1	1527876	1528895	-	1020	1172	952	728	611	739	99
gene-SAOUHSC_01603	CP000253.1	1528896	1529150	-	255	5	3	8	0	2	0
gene-SAOUHSC_01604	CP000253.1	1529089	1529460	-	372	2578	2398	1310	6550	8075	1797
gene-SAOUHSC_01605	CP000253.1	1529679	1531085	-	1407	19271	15868	11732	27860	26338	4818
gene-SAOUHSC_01606	CP000253.1	1531153	1532286	-	1134	3337	2825	1908	3434	4049	753
gene-SAOUHSC_01607	CP000253.1	1532549	1532728	+	180	28	24	21	68	87	19
gene-SAOUHSC_01608	CP000253.1	1532809	1532901	+	93	6	6	11	94	59	3
gene-SAOUHSC_01609	CP000253.1	1532855	1533835	-	981	2421	1788	1781	2810	3681	406
gene-SAOUHSC_01610	CP000253.1	1533849	1534286	-	438	1270	939	756	1617	1963	550
gene-SAOUHSC_01611	CP000253.1	1534637	1535911	-	1275	23019	14402	16536	9332	9137	1606
gene-SAOUHSC_01612	CP000253.1	1535924	1536907	-	984	13686	9060	9528	5808	6037	1309
gene-SAOUHSC_01613	CP000253.1	1536907	1537899	-	993	13248	8217	9259	5431	5262	1804
gene-SAOUHSC_01614	CP000253.1	1537915	1539336	-	1422	12594	8731	9038	4965	5329	1046
gene-SAOUHSC_01615	CP000253.1	1539487	1541166	-	1680	8381	5084	5278	5129	6648	924
gene-SAOUHSC_01617	CP000253.1	1541182	1541634	-	453	1294	708	657	1492	1633	61
gene-SAOUHSC_01618	CP000253.1	1542066	1542947	-	882	5467	4402	3976	5263	7383	1624
gene-SAOUHSC_01619	CP000253.1	1542925	1543155	-	231	787	665	558	1034	931	73
gene-SAOUHSC_01620	CP000253.1	1543148	1544485	-	1338	5986	5036	4213	8635	9106	1070
gene-SAOUHSC_01621	CP000253.1	1544502	1544891	-	390	3732	3210	2753	5490	6630	474
gene-SAOUHSC_01622	CP000253.1	1544951	1545313	-	363	2314	1853	1639	3569	4311	984
gene-SAOUHSC_01623	CP000253.1	1545328	1546683	-	1356	6815	5963	4912	9572	10712	2874
gene-SAOUHSC_01624	CP000253.1	1546683	1547147	-	465	2803	2613	1992	4051	4521	1262
gene-SAOUHSC_01625	CP000253.1	1547621	1548178	-	558	9762	8029	6740	17573	14971	2533
gene-SAOUHSC_01626	CP000253.1	1548204	1549265	-	1062	2525	1908	1504	6154	10128	1447
gene-SAOUHSC_01627	CP000253.1	1549370	1549951	+	582	2117	1266	1492	3060	3186	123
gene-SAOUHSC_01628	CP000253.1	1549965	1550183	+	219	555	324	394	681	657	51
gene-SAOUHSC_01629	CP000253.1	1550247	1551077	-	831	4024	2609	2827	4037	4374	1356
gene-SAOUHSC_01630	CP000253.1	1551235	1551621	+	387	2873	1991	1650	4328	4089	544
gene-SAOUHSC_01632	CP000253.1	1551986	1553458	-	1473	4233	3598	2641	6659	7596	2744
gene-SAOUHSC_01633	CP000253.1	1553451	1554797	-	1347	2763	2665	1872	4770	5736	839
gene-SAOUHSC_01634	CP000253.1	1554817	1555908	-	1092	1402	1136	868	2450	3211	359
gene-SAOUHSC_01635	CP000253.1	1556067	1556591	-	525	1800	1738	985	3509	3881	261
gene-SAOUHSC_01636	CP000253.1	1556581	1556727	-	147	1	2	0	0	3	2
gene-SAOUHSC_01637	CP000253.1	1556824	1557198	-	375	54	35	48	51	87	4
gene-SAOUHSC_01638	CP000253.1	1557239	1557559	-	321	75	56	41	57	61	2
gene-SAOUHSC_01639	CP000253.1	1557525	1557971	-	447	43	33	30	37	27	1
gene-SAOUHSC_01640	CP000253.1	1557949	1558260	-	312	42	22	35	27	38	4
gene-SAOUHSC_01641	CP000253.1	1558274	1559194	-	921	104	80	102	64	37	3
gene-SAOUHSC_01643	CP000253.1	1559316	1560290	-	975	227	141	151	94	80	7
gene-SAOUHSC_01644	CP000253.1	1560342	1560965	-	624	3935	3052	2885	6836	7114	913
gene-SAOUHSC_01645	CP000253.1	1560962	1561291	-	330	1222	1175	1045	2369	3157	325
gene-SAOUHSC_01646	CP000253.1	1561291	1562277	-	987	2990	2595	2262	5715	6015	2771
gene-SAOUHSC_01647	CP000253.1	1562274	1562477	-	204	180	175	196	497	681	62
gene-SAOUHSC_01648	CP000253.1	1562458	1562910	-	453	780	727	633	2018	2702	683
gene-SAOUHSC_01649	CP000253.1	1562911	1563921	-	1011	921	810	792	2738	3292	278
gene-SAOUHSC_01650	CP000253.1	1563933	1564472	-	540	464	377	353	1611	2480	219
gene-SAOUHSC_01651	CP000253.1	1564681	1564830	-	150	6276	4130	3865	7308	5073	326
gene-SAOUHSC_01652	CP000253.1	1564943	1567018	-	2076	6128	5563	3956	10702	10816	1653
gene-SAOUHSC_01653	CP000253.1	1567139	1567738	-	600	27341	26667	16554	52531	69234	9867
gene-SAOUHSC_01655	CP000253.1	1568014	1568424	-	411	2522	1882	1662	698	901	34
gene-SAOUHSC_01656	CP000253.1	1568411	1569274	-	864	5315	3980	3326	1607	1858	91
gene-SAOUHSC_01657	CP000253.1	1569316	1570101	-	786	5100	3671	3256	1549	1925	89
gene-SAOUHSC_01658	CP000253.1	1570227	1571117	-	891	14597	11829	12692	8352	10923	2166
gene-SAOUHSC_01659	CP000253.1	1571127	1572473	-	1347	13773	11680	11976	9019	11681	1620
gene-SAOUHSC_01660	CP000253.1	1572587	1573687	-	1101	9146	8342	6273	6968	7775	1321
gene-SAOUHSC_01661	CP000253.1	1573690	1574367	-	678	5150	4227	3737	3564	3998	419
gene-SAOUHSC_01662	CP000253.1	1574498	1575604	-	1107	36567	27379	22971	22556	17466	3633
gene-SAOUHSC_01663	CP000253.1	1575828	1577627	-	1800	30007	20734	20057	13432	11862	1511
gene-SAOUHSC_01664	CP000253.1	1577688	1578506	-	819	2427	1734	1677	2763	2781	469
gene-SAOUHSC_01665	CP000253.1	1578517	1579056	-	540	1243	780	884	1554	1443	104
gene-SAOUHSC_01666	CP000253.1	1579475	1580866	+	1392	30320	26268	18876	74331	69490	12896
gene-SAOUHSC_01667	CP000253.1	1581016	1581762	-	747	5082	3646	3958	3050	2986	468
gene-SAOUHSC_01668	CP000253.1	1581790	1582464	-	675	5278	3633	3936	3056	2996	282
gene-SAOUHSC_01669	CP000253.1	1582589	1582765	+	177	35	16	14	8	8	0
gene-SAOUHSC_01670	CP000253.1	1582690	1583094	-	405	3193	2019	2169	1845	1664	173
gene-SAOUHSC_01671	CP000253.1	1583105	1583449	-	345	1154	643	892	856	802	51
gene-SAOUHSC_01672	CP000253.1	1583452	1583919	-	468	2791	1952	1830	2042	2304	219
gene-SAOUHSC_01673	CP000253.1	1583920	1584867	-	948	4394	3164	3080	4641	5940	636
gene-SAOUHSC_01675	CP000253.1	1585171	1585869	-	699	32814	24892	19572	28795	34928	11909
gene-SAOUHSC_01676	CP000253.1	1585886	1586875	-	990	32161	23618	18742	29630	28101	8628
gene-SAOUHSC_01677	CP000253.1	1586893	1587576	-	684	16825	12589	10946	17603	15663	3186
gene-SAOUHSC_01678	CP000253.1	1587820	1587996	-	177	32705	26376	19452	39597	18590	3083
gene-SAOUHSC_01679	CP000253.1	1588289	1589635	-	1347	10790	12206	7782	11355	13853	2112
gene-SAOUHSC_01680	CP000253.1	1589642	1590394	-	753	3180	3639	2419	2590	3112	321
gene-SAOUHSC_01681	CP000253.1	1590396	1591334	-	939	37793	42405	29517	10519	5565	1127
gene-SAOUHSC_01682	CP000253.1	1591338	1592477	-	1140	30330	40440	26577	9186	5163	1395
gene-SAOUHSC_01683	CP000253.1	1592613	1594445	-	1833	608212	674727	450574	111093	25757	5851
gene-SAOUHSC_01684	CP000253.1	1594514	1595140	-	627	164774	192199	128908	30176	5868	195
gene-SAOUHSC_01685	CP000253.1	1595172	1596149	-	978	121548	126400	105223	26499	4263	211
gene-SAOUHSC_01686	CP000253.1	1596250	1597374	-	1125	1659	1468	1330	907	1121	210
gene-SAOUHSC_01687	CP000253.1	1597626	1597754	-	129	461	454	358	381	550	481
gene-SAOUHSC_01688	CP000253.1	1597937	1599760	-	1824	13496	9789	10947	12096	12155	2469
gene-SAOUHSC_01689	CP000253.1	1600106	1600357	+	252	8642	7820	6251	10608	11580	442
gene-SAOUHSC_01690	CP000253.1	1600402	1601376	-	975	4682	3076	4314	1396	1426	90
gene-SAOUHSC_01691	CP000253.1	1601433	1603580	-	2148	1077	785	846	1220	1428	145
gene-SAOUHSC_01692	CP000253.1	1603639	1604070	-	432	1711	1532	988	3519	3976	416
gene-SAOUHSC_01693	CP000253.1	1604192	1604878	-	687	683	591	482	762	959	112
gene-SAOUHSC_01694	CP000253.1	1604918	1605634	-	717	4888	3806	3457	6139	5979	585
gene-SAOUHSC_01695	CP000253.1	1605637	1605990	-	354	3296	2874	2409	3889	5397	894
gene-SAOUHSC_01696	CP000253.1	1605991	1606575	-	585	2806	2768	2175	4867	6257	1565
gene-SAOUHSC_01697	CP000253.1	1606565	1607134	-	570	2624	2136	2023	2646	3662	633
gene-SAOUHSC_01698	CP000253.1	1607137	1607427	-	291	614	514	470	703	685	48
gene-SAOUHSC_01699	CP000253.1	1607431	1608237	-	807	1856	1436	1358	2040	2236	280
gene-SAOUHSC_01700	CP000253.1	1608251	1609351	-	1101	3858	3113	2696	3887	4027	526
gene-SAOUHSC_01701	CP000253.1	1609352	1609879	-	528	1796	1546	1442	1922	2291	213
gene-SAOUHSC_01702	CP000253.1	1609899	1610585	-	687	1639	1373	1143	2025	2107	139
gene-SAOUHSC_01703	CP000253.1	1610631	1610792	-	162	1	2	2	3	17	1
gene-SAOUHSC_01704	CP000253.1	1610899	1611168	+	270	25	14	25	59	94	6
gene-SAOUHSC_01705	CP000253.1	1611370	1612074	-	705	374	259	229	181	309	29
gene-SAOUHSC_01706	CP000253.1	1612536	1613756	-	1221	1995	1406	1269	1595	2323	115
gene-SAOUHSC_01707	CP000253.1	1614045	1615274	-	1230	1484	1216	899	1432	1998	126
gene-SAOUHSC_01708	CP000253.1	1615287	1616039	-	753	843	735	593	849	1431	204
gene-SAOUHSC_01709	CP000253.1	1616039	1617400	-	1362	1387	1486	913	1738	3594	503
gene-SAOUHSC_01710	CP000253.1	1617414	1617863	-	450	250	251	175	440	915	53
gene-SAOUHSC_01711	CP000253.1	1617865	1618779	-	915	572	573	343	1331	2151	273
gene-SAOUHSC_01712	CP000253.1	1618865	1619566	-	702	331	416	182	1196	1811	316
gene-SAOUHSC_01714	CP000253.1	1619925	1620401	-	477	9390	7317	6743	9330	9392	891
gene-SAOUHSC_01715	CP000253.1	1620429	1621052	-	624	7074	6288	5247	6531	8155	1358
gene-SAOUHSC_01716	CP000253.1	1621052	1622320	-	1269	8567	7467	6259	7043	6572	1715
gene-SAOUHSC_01717	CP000253.1	1622332	1623255	-	924	3943	3665	2798	2928	3279	429
gene-SAOUHSC_01718	CP000253.1	1623258	1623896	-	639	1088	793	871	956	983	34
gene-SAOUHSC_01719	CP000253.1	1624181	1624489	-	309	6201	4605	4782	9638	12756	4059
gene-SAOUHSC_01720	CP000253.1	1624504	1624932	-	429	5769	5287	4811	10848	20443	3919
gene-SAOUHSC_01721	CP000253.1	1624936	1625196	-	261	4142	3167	3025	9023	13660	1485
gene-SAOUHSC_01722	CP000253.1	1625259	1627889	-	2631	7301	5554	6628	12969	16098	4571
gene-SAOUHSC_01723	CP000253.1	1628232	1630709	-	2478	5186	3989	4039	2787	3224	469
gene-SAOUHSC_01724	CP000253.1	1630711	1631379	-	669	450	383	338	524	673	51
gene-SAOUHSC_01725	CP000253.1	1631841	1632614	-	774	8713	7279	5977	6853	7178	1727
gene-SAOUHSC_01726	CP000253.1	1632623	1632925	-	303	2356	1804	1662	1892	2348	357
gene-SAOUHSC_01727	CP000253.1	1632959	1634101	-	1143	9357	8015	6905	9521	12911	1622
gene-SAOUHSC_01728	CP000253.1	1634413	1635426	+	1014	1329	763	634	1168	1097	192
gene-SAOUHSC_01729	CP000253.1	1635663	1635809	-	147	12368	9722	10124	48600	86408	6284
gene-SAOUHSC_01730	CP000253.1	1635849	1636031	-	183	8427	6721	5221	25032	49624	3143
gene-SAOUHSC_01732	CP000253.1	1636204	1636554	-	351	2848	2056	1896	4591	8022	2258
gene-SAOUHSC_01733	CP000253.1	1636551	1636727	-	177	216	164	116	123	55	6
gene-SAOUHSC_01734	CP000253.1	1636666	1637913	+	1248	6567	5687	4582	8666	8964	1268
gene-SAOUHSC_01735	CP000253.1	1638074	1638847	-	774	3700	3391	2190	5807	4757	433
gene-SAOUHSC_01736	CP000253.1	1638847	1638975	-	129	166	104	115	184	135	58
gene-SAOUHSC_01737	CP000253.1	1639308	1641074	-	1767	3449	2973	2601	5883	8282	1999
gene-SAOUHSC_01738	CP000253.1	1641090	1642352	-	1263	1034	895	820	1612	2129	301
gene-SAOUHSC_01739	CP000253.1	1642813	1643688	-	876	3675	2862	2537	7289	11153	870
gene-SAOUHSC_01741	CP000253.1	1643685	1644137	-	453	1841	1676	1243	4262	5157	884
gene-SAOUHSC_01742	CP000253.1	1644149	1646338	-	2190	8819	7116	6094	20712	27746	4511
gene-SAOUHSC_01743	CP000253.1	1646766	1647284	-	519	5056	3033	3939	3260	3117	524
gene-SAOUHSC_01744	CP000253.1	1647306	1649579	-	2274	8677	5298	6877	4456	4664	422
gene-SAOUHSC_01746	CP000253.1	1649782	1652001	-	2220	12353	9566	9308	16190	17512	1922
gene-SAOUHSC_01747	CP000253.1	1652336	1652596	-	261	4153	3555	2695	5964	5229	473
gene-SAOUHSC_01748	CP000253.1	1652615	1653754	-	1140	7768	7493	5984	6328	8888	1437
gene-SAOUHSC_01749	CP000253.1	1653777	1654802	-	1026	6284	6241	5221	3899	6016	1045
gene-SAOUHSC_01750	CP000253.1	1654804	1655808	-	1005	7171	7142	5804	5381	8084	2426
gene-SAOUHSC_01751	CP000253.1	1655840	1656442	-	603	4077	3782	3202	3579	4941	408
gene-SAOUHSC_01752	CP000253.1	1656456	1656911	-	456	2429	2465	1742	3017	2144	312
gene-SAOUHSC_01753	CP000253.1	1656924	1658216	-	1293	11549	11462	8953	11262	16369	3363
gene-SAOUHSC_01755	CP000253.1	1658571	1658855	-	285	57259	54812	47572	28730	31801	12364
gene-SAOUHSC_01756	CP000253.1	1658867	1659187	-	321	32309	28909	28722	15322	19296	3123
gene-SAOUHSC_01757	CP000253.1	1659193	1659501	-	309	76692	75434	72546	40496	81510	11881
gene-SAOUHSC_01758	CP000253.1	1659668	1660198	-	531	4313	3335	3987	1699	1221	107
gene-SAOUHSC_01759	CP000253.1	1660198	1661040	-	843	13107	11281	12000	4827	5337	336
gene-SAOUHSC_01760	CP000253.1	1661240	1661359	-	120	30806	21037	28329	2832	3111	218
gene-SAOUHSC_01761	CP000253.1	1661433	1661906	-	474	48840	32657	48149	5336	6383	235
gene-SAOUHSC_01762	CP000253.1	1662380	1662664	-	285	2413	1691	1761	1634	1347	87
gene-SAOUHSC_01763	CP000253.1	1662732	1663388	-	657	1746	1042	1486	108	123	42
gene-SAOUHSC_01764	CP000253.1	1663415	1664122	-	708	156	114	136	60	41	6
gene-SAOUHSC_01765	CP000253.1	1664224	1664334	+	111	302	139	373	48	29	1
gene-SAOUHSC_01766	CP000253.1	1664392	1665663	-	1272	13426	12579	9649	41916	50443	7391
gene-SAOUHSC_01767	CP000253.1	1665676	1668306	-	2631	16608	17110	12435	53750	65627	11232
gene-SAOUHSC_01768	CP000253.1	1668709	1669269	+	561	2667	1932	2117	3576	4386	685
gene-SAOUHSC_01769	CP000253.1	1669492	1670565	-	1074	5820	3776	4238	10440	7261	1269
gene-SAOUHSC_01770	CP000253.1	1670599	1670700	-	102	502	276	291	750	546	20
gene-SAOUHSC_01771	CP000253.1	1670761	1672047	-	1287	11773	9262	8933	8946	9979	2030
gene-SAOUHSC_01772	CP000253.1	1672095	1673069	-	975	4313	3682	3193	3392	3446	600
gene-SAOUHSC_01773	CP000253.1	1673072	1673740	-	669	2195	1823	1648	1300	1173	97
gene-SAOUHSC_01774	CP000253.1	1673762	1674688	-	927	8093	6515	6003	5612	6202	962
gene-SAOUHSC_01775	CP000253.1	1674730	1675545	-	816	3936	2961	3186	4431	5274	1312
gene-SAOUHSC_01776	CP000253.1	1675567	1676913	-	1347	27797	25713	20747	55569	66076	8528
gene-SAOUHSC_01777	CP000253.1	1677130	1677720	-	591	965	910	769	1441	1990	288
gene-SAOUHSC_01778	CP000253.1	1677874	1679136	-	1263	37904	29935	26105	24201	22757	5701
gene-SAOUHSC_01779	CP000253.1	1679287	1680588	-	1302	65420	43937	50853	27846	25082	4420
gene-SAOUHSC_01780	CP000253.1	1680636	1680746	-	111	36	29	83	51	208	30
gene-SAOUHSC_01781	CP000253.1	1680751	1681680	-	930	4080	3905	3614	3033	4245	335
gene-SAOUHSC_01782	CP000253.1	1681699	1682307	-	609	1880	2139	1974	1919	3256	926
gene-SAOUHSC_01783	CP000253.1	1682384	1682485	+	102	5	1	4	0	0	0
gene-SAOUHSC_01784	CP000253.1	1682449	1682805	-	357	35137	28314	28764	11088	13363	2024
gene-SAOUHSC_01785	CP000253.1	1682852	1683052	-	201	28599	22903	23437	8276	11829	867
gene-SAOUHSC_01786	CP000253.1	1683081	1683608	-	528	43805	37576	36456	14346	17092	3311
gene-SAOUHSC_01787	CP000253.1	1683837	1685330	-	1494	6013	4788	5856	31189	57334	9366
gene-SAOUHSC_01788	CP000253.1	1685756	1687693	-	1938	6091	5337	3970	28096	80299	15017
gene-SAOUHSC_01789	CP000253.1	1687891	1688013	-	123	7042	6655	5053	18405	32558	1040
gene-SAOUHSC_01791	CP000253.1	1688106	1689026	-	921	7373	6575	5890	10509	12679	2158
gene-SAOUHSC_01792	CP000253.1	1689026	1690426	-	1401	6797	6049	4809	12718	13467	2341
gene-SAOUHSC_01793	CP000253.1	1690427	1690897	-	471	2373	2394	1775	5884	7157	883
gene-SAOUHSC_01794	CP000253.1	1691107	1692132	-	1026	19479	27180	18511	20028	22119	888
gene-SAOUHSC_01795	CP000253.1	1692302	1692925	-	624	4690	3168	3807	4185	6287	1218
gene-SAOUHSC_01796	CP000253.1	1692941	1693813	-	873	3681	2802	3014	4402	4900	552
gene-SAOUHSC_01797	CP000253.1	1693829	1696459	-	2631	8219	6076	5730	11675	11933	1452
gene-SAOUHSC_01798	CP000253.1	1696753	1698240	-	1488	2219	1440	2319	1188	1084	69
gene-SAOUHSC_01799	CP000253.1	1698739	1700400	-	1662	5777	3920	4323	3901	3773	340
gene-SAOUHSC_01800	CP000253.1	1700400	1701104	-	705	1238	897	861	2615	3304	411
gene-SAOUHSC_A01723	CP000253.1	1701056	1701274	+	219	7	8	7	4	3	0
gene-SAOUHSC_01801	CP000253.1	1701494	1702762	-	1269	14189	9888	9723	6260	5104	1029
gene-SAOUHSC_01802	CP000253.1	1702811	1703668	-	858	5802	4461	4093	3255	2751	442
gene-SAOUHSC_01803	CP000253.1	1704280	1705641	+	1362	7733	6073	4245	29087	36596	5109
gene-SAOUHSC_01804	CP000253.1	1705674	1706480	-	807	92	72	63	15	19	3
gene-SAOUHSC_01805	CP000253.1	1706498	1707325	-	828	64	51	49	27	16	7
gene-SAOUHSC_01806	CP000253.1	1707966	1709723	-	1758	11275	8704	7003	38916	31322	11118
gene-SAOUHSC_01807	CP000253.1	1709745	1710668	-	924	3923	3464	2859	9423	13523	6990
gene-SAOUHSC_01808	CP000253.1	1710982	1711926	-	945	12352	7660	10111	6759	8342	1887
gene-SAOUHSC_01809	CP000253.1	1711926	1712783	-	858	7787	5343	6106	5171	6597	984
gene-SAOUHSC_01810	CP000253.1	1712978	1714207	-	1230	6181	4010	4607	4417	6357	1874
gene-SAOUHSC_01811	CP000253.1	1714657	1717854	-	3198	17137	13347	11428	17899	15720	2651
gene-SAOUHSC_01812	CP000253.1	1717875	1718816	-	942	4329	3278	2778	4163	4031	801
gene-SAOUHSC_01813	CP000253.1	1719077	1720375	-	1299	4880	3912	2939	5944	5533	1047
gene-SAOUHSC_01814	CP000253.1	1720580	1720993	+	414	6707	5041	4702	9283	8777	1265
gene-SAOUHSC_01815	CP000253.1	1721298	1721987	-	690	6867	6419	5003	12891	11923	2383
gene-SAOUHSC_01816	CP000253.1	1722162	1723217	+	1056	2476	1646	1755	4238	5022	1274
gene-SAOUHSC_01817	CP000253.1	1723311	1723409	-	99	65	64	30	107	40	4
gene-SAOUHSC_01818	CP000253.1	1723533	1724651	-	1119	13274	13943	8453	11482	13398	3144
gene-SAOUHSC_01819	CP000253.1	1724792	1725292	+	501	19524	17098	8183	51285	46720	23013
gene-SAOUHSC_01820	CP000253.1	1725538	1726740	-	1203	10526	8497	6983	8726	7141	1268
gene-SAOUHSC_01821	CP000253.1	1726828	1727775	-	948	2004	1435	1144	2828	2094	245
gene-SAOUHSC_01822	CP000253.1	1727898	1728392	-	495	6287	4430	3161	9654	6456	673
gene-SAOUHSC_01823	CP000253.1	1728490	1729260	-	771	1225	1183	1125	1109	2022	187
gene-SAOUHSC_01824	CP000253.1	1729304	1730527	-	1224	2289	2268	1947	1821	2791	697
gene-SAOUHSC_01825	CP000253.1	1730527	1731675	-	1149	1692	1475	1369	1385	2043	132
gene-SAOUHSC_01826	CP000253.1	1731824	1731964	+	141	1	0	0	0	0	0
gene-SAOUHSC_01827	CP000253.1	1732038	1733732	-	1695	26482	18185	18695	26813	25607	2964
gene-SAOUHSC_01828	CP000253.1	1733869	1734333	+	465	620	450	389	1638	1825	516
gene-SAOUHSC_01829	CP000253.1	1734577	1735179	+	603	65639	67833	55824	40474	47458	10012
gene-SAOUHSC_A01754	CP000253.1	1735252	1735506	+	255	19	24	28	3	5	0
gene-SAOUHSC_01830	CP000253.1	1735395	1736138	-	744	1164	775	856	967	1483	211
gene-SAOUHSC_01831	CP000253.1	1736218	1736664	+	447	1090	973	585	1647	2050	351
gene-SAOUHSC_01832	CP000253.1	1736778	1737938	+	1161	941	1024	471	18121	23515	3869
gene-SAOUHSC_01833	CP000253.1	1737925	1739529	+	1605	2626	2185	1828	17255	22080	3126
gene-SAOUHSC_01834	CP000253.1	1739623	1739718	+	96	4	5	2	3	4	0
gene-SAOUHSC_01835	CP000253.1	1739679	1740809	-	1131	3053	2378	2585	8381	11917	1111
gene-SAOUHSC_01836	CP000253.1	1740916	1742382	-	1467	7610	5519	5765	4889	5711	780
gene-SAOUHSC_01837	CP000253.1	1742510	1743127	-	618	1419	1059	966	2608	3160	518
gene-SAOUHSC_01838	CP000253.1	1743299	1744573	+	1275	3739	2869	1739	8016	9130	2180
gene-SAOUHSC_01839	CP000253.1	1744667	1745929	-	1263	1082	687	648	1490	1775	241
gene-SAOUHSC_01840	CP000253.1	1746311	1747216	+	906	669	365	495	901	1190	65
gene-SAOUHSC_01841	CP000253.1	1747196	1747288	-	93	2	0	0	0	0	0
gene-SAOUHSC_01843	CP000253.1	1747419	1750106	-	2688	2399	1630	1412	771	967	129
gene-SAOUHSC_01844	CP000253.1	1750105	1750194	+	90	6	6	2	2	3	2
gene-SAOUHSC_01845	CP000253.1	1750440	1752107	-	1668	10851	9009	5464	16491	21572	5734
gene-SAOUHSC_01846	CP000253.1	1752547	1754253	-	1707	3713	4428	2297	8425	16613	2829
gene-SAOUHSC_01847	CP000253.1	1754422	1755054	+	633	752	851	426	3340	4145	634
gene-SAOUHSC_01849	CP000253.1	1755079	1756248	+	1170	1676	1874	919	4205	5686	1324
gene-SAOUHSC_01850	CP000253.1	1756346	1757335	-	990	20308	14033	13190	17429	27799	2316
gene-SAOUHSC_01851	CP000253.1	1757408	1757521	-	114	0	0	1	3	1	1
gene-SAOUHSC_01852	CP000253.1	1757875	1758966	-	1092	5354	3605	3599	22550	39250	5380
gene-SAOUHSC_01853	CP000253.1	1759427	1759531	-	105	17	19	13	22	22	1
gene-SAOUHSC_01854	CP000253.1	1759666	1761183	-	1518	37427	30653	25091	57890	75186	24984
gene-SAOUHSC_01855	CP000253.1	1761257	1761748	-	492	37140	28465	20964	55497	32314	6490
gene-SAOUHSC_01856	CP000253.1	1761822	1763135	-	1314	10184	7686	7226	12949	18475	2222
gene-SAOUHSC_01857	CP000253.1	1763159	1766983	-	3825	19793	14694	13358	28383	36822	8328
gene-SAOUHSC_01858	CP000253.1	1767004	1767600	-	597	1468	992	932	2305	2821	927
gene-SAOUHSC_01859	CP000253.1	1767629	1768486	-	858	1593	1099	1087	2180	1828	340
gene-SAOUHSC_01860	CP000253.1	1768586	1768897	-	312	2036	1373	1217	4919	4491	1301
gene-SAOUHSC_01861	CP000253.1	1768962	1770038	-	1077	3202	2009	2006	3443	3862	1142
gene-SAOUHSC_01863	CP000253.1	1770125	1770436	+	312	2013	1310	1562	4336	4116	218
gene-SAOUHSC_01864	CP000253.1	1770561	1771403	-	843	1851	1391	1130	2399	3136	861
gene-SAOUHSC_01865	CP000253.1	1771873	1772517	-	645	14970	11919	12188	12515	17938	2878
gene-SAOUHSC_01866	CP000253.1	1772532	1773257	-	726	16833	13611	12154	19425	21898	7855
gene-SAOUHSC_01867	CP000253.1	1773873	1774721	-	849	4112	2877	3189	4796	6201	1110
gene-SAOUHSC_01868	CP000253.1	1774725	1776134	-	1410	2751	2180	1769	9651	11415	5755
gene-SAOUHSC_01869	CP000253.1	1776998	1777420	-	423	7464	7904	5972	19212	32901	4003
gene-SAOUHSC_01870	CP000253.1	1777437	1778132	-	696	4386	3309	3483	4657	7232	996
gene-SAOUHSC_01871	CP000253.1	1778129	1779790	-	1662	4240	3161	2912	6383	6061	1314
gene-SAOUHSC_01872	CP000253.1	1780197	1781465	+	1269	1879	1734	1393	2213	2946	810
gene-SAOUHSC_01873	CP000253.1	1781582	1788142	-	6561	5314	3699	3986	1524	1701	297
gene-SAOUHSC_01874	CP000253.1	1788485	1788796	-	312	449	333	330	821	1500	652
gene-SAOUHSC_01875	CP000253.1	1788818	1791235	-	2418	3302	2937	2304	6862	7632	2355
gene-SAOUHSC_01876	CP000253.1	1791523	1792704	-	1182	2256	2202	1509	2850	2258	595
gene-SAOUHSC_01877	CP000253.1	1792814	1793767	+	954	2612	1953	1563	3698	3792	998
gene-SAOUHSC_01878	CP000253.1	1793764	1794327	+	564	2204	1549	1359	2730	2853	225
